Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Smote,No,Sensitive threshold,23,9,312,95,0.718750,0.194915,0.583439,0.216851
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Smote,No,Sensitive threshold,6,4,317,112,0.600000,0.050847,0.519193,0.054020
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Smote,No,Sensitive threshold,138,383,66,2,0.264875,0.985714,0.566354,0.068532
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Smote,No,Sensitive threshold,60,5,444,80,0.923077,0.428571,0.708718,0.511775
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Smote,No,Sensitive threshold,81,54,395,59,0.600000,0.578571,0.729152,0.464006
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Smote,No,Sensitive threshold,116,315,177,8,0.269142,0.935484,0.647620,0.153299
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Smote,No,Sensitive threshold,46,34,458,78,0.575000,0.370968,0.650931,0.348050
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Smote,No,Sensitive threshold,86,294,198,38,0.226316,0.693548,0.547994,0.054166
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Smote,No,Sensitive threshold,111,439,103,1,0.201818,0.991071,0.590554,0.070987
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Smote,No,Sensitive threshold,47,46,496,65,0.505376,0.419643,0.667386,0.358925
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Smote,No,Sensitive threshold,75,159,383,37,0.320513,0.669643,0.688142,0.262751
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Smote,No,Sensitive threshold,50,426,194,5,0.105042,0.909091,0.610997,0.049467
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Smote,No,Sensitive threshold,45,88,532,10,0.338346,0.818182,0.838123,0.410795
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Smote,No,Sensitive threshold,39,537,83,16,0.067708,0.709091,0.421481,-0.029540
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Smote,No,Sensitive learning,153,148,126,12,0.508306,0.927273,0.771843,0.332599
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Smote,No,Sensitive learning,153,265,9,12,0.366029,0.927273,0.718160,-0.030560
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Smote,No,Sensitive learning,122,106,168,43,0.535088,0.739394,0.674408,0.327649
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Smote,No,Sensitive learning,0,0,321,118,NaN,0.000000,0.649282,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Smote,No,Sensitive learning,23,9,312,95,0.718750,0.194915,0.659459,0.216851
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Smote,No,Sensitive learning,6,4,317,112,0.600000,0.050847,0.508118,0.054020
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Smote,No,Sensitive learning,120,184,265,20,0.394737,0.857143,0.816250,0.318828
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Smote,No,Sensitive learning,60,5,444,80,0.923077,0.428571,0.768430,0.511775
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Smote,No,Sensitive learning,81,54,395,59,0.600000,0.578571,0.729621,0.464006
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Smote,No,Sensitive learning,101,177,315,23,0.363309,0.814516,0.809271,0.310530
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Smote,No,Sensitive learning,46,34,458,78,0.575000,0.370968,0.824982,0.348050
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Smote,No,Sensitive learning,86,294,198,38,0.226316,0.693548,0.573777,0.054166
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Smote,No,Sensitive learning,109,357,185,3,0.233906,0.973214,0.837482,0.139562
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Smote,No,Sensitive learning,47,46,496,65,0.505376,0.419643,0.833569,0.358925
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Smote,No,Sensitive learning,75,159,383,37,0.320513,0.669643,0.698224,0.262751
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Smote,No,Sensitive learning,50,310,310,5,0.138889,0.909091,0.765630,0.115996
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Smote,No,Sensitive learning,45,88,532,10,0.338346,0.818182,0.877493,0.410795
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Smote,No,Sensitive learning,39,537,83,16,0.067708,0.709091,0.421481,-0.029540
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,No,Best First,No,112,71,203,53,0.612022,0.678788,0.758427,0.410751
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,No,Best First,No,102,104,170,63,0.495146,0.618182,0.628622,0.227381
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,No,Best First,No,100,89,185,65,0.529101,0.606061,0.664068,0.273335
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,No,Best First,No,0,0,321,118,NaN,0.000000,0.686071,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,No,Best First,No,16,3,318,102,0.842105,0.135593,0.714438,0.171832
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,No,Best First,No,0,0,321,118,NaN,0.000000,0.603741,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,No,Best First,No,60,26,423,80,0.697674,0.428571,0.844575,0.427390
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,No,Best First,No,40,23,426,100,0.634921,0.285714,0.783702,0.289227
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,No,Best First,No,49,36,413,91,0.576471,0.350000,0.707883,0.311998
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,No,Best First,No,67,81,411,57,0.452703,0.540323,0.759105,0.350330
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,No,Best First,No,46,23,469,78,0.666667,0.370968,0.834268,0.388697
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,No,Best First,No,63,75,417,61,0.456522,0.508065,0.733494,0.341218
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,No,Best First,No,58,111,431,54,0.343195,0.517857,0.734952,0.260475
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,No,Best First,No,16,6,536,96,0.727273,0.142857,0.832227,0.193452
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,No,Best First,No,57,98,444,55,0.367742,0.508929,0.732827,0.284750
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,No,Best First,No,30,117,503,25,0.204082,0.545455,0.734795,0.202446
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,No,Best First,No,20,10,610,35,0.666667,0.363636,0.860953,0.438280
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,No,Best First,No,25,133,487,30,0.158228,0.454545,0.664853,0.129515
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,No,Best First,Sensitive threshold,152,200,74,13,0.431818,0.921212,0.595643,0.156097
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,No,Best First,Sensitive threshold,146,273,1,19,0.348449,0.884848,0.444249,-0.085364
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,No,Best First,Sensitive threshold,100,90,184,65,0.526316,0.606061,0.638797,0.269472
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,No,Best First,Sensitive threshold,6,3,318,112,0.666667,0.050847,0.520751,0.058625
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,No,Best First,Sensitive threshold,25,11,310,93,0.694444,0.211864,0.588798,0.227610
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,No,Best First,Sensitive threshold,0,0,321,118,NaN,0.000000,0.500000,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,No,Best First,Sensitive threshold,122,193,256,18,0.387302,0.871429,0.720792,0.308774
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,No,Best First,Sensitive threshold,65,49,400,75,0.570175,0.464286,0.677577,0.379399
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,No,Best First,Sensitive threshold,49,37,412,91,0.569767,0.350000,0.633797,0.308546
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,No,Best First,Sensitive threshold,92,155,337,32,0.372470,0.741935,0.713447,0.311382
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,No,Best First,Sensitive threshold,77,58,434,47,0.570370,0.620968,0.751541,0.486927
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,No,Best First,Sensitive threshold,68,117,375,56,0.367568,0.548387,0.655291,0.262321
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,No,Best First,Sensitive threshold,81,216,326,31,0.272727,0.723214,0.662345,0.196160
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,No,Best First,Sensitive threshold,68,86,456,44,0.441558,0.607143,0.724236,0.390398
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,No,Best First,Sensitive threshold,63,144,398,49,0.304348,0.562500,0.648409,0.222091
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,No,Best First,Sensitive threshold,45,336,284,10,0.118110,0.818182,0.638123,0.074646
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,No,Best First,Sensitive threshold,42,69,551,13,0.378378,0.763636,0.826173,0.445613
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,No,Best First,Sensitive threshold,25,137,483,30,0.154321,0.454545,0.616789,0.123820
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,No,Best First,Sensitive learning,135,125,149,30,0.519231,0.818182,0.764057,0.324783
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,No,Best First,Sensitive learning,145,273,1,20,0.346890,0.878788,0.628622,-0.090087
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,No,Best First,Sensitive learning,100,90,184,65,0.526316,0.606061,0.664068,0.269472
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,No,Best First,Sensitive learning,0,0,321,118,NaN,0.000000,0.674600,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,No,Best First,Sensitive learning,25,11,310,93,0.694444,0.211864,0.714438,0.227610
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,No,Best First,Sensitive learning,0,0,321,118,NaN,0.000000,0.603741,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,No,Best First,Sensitive learning,105,89,360,35,0.541237,0.750000,0.844687,0.487128
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,No,Best First,Sensitive learning,65,49,400,75,0.570175,0.464286,0.783702,0.379399
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,No,Best First,Sensitive learning,49,37,412,91,0.569767,0.350000,0.707883,0.308546
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,No,Best First,Sensitive learning,94,169,323,30,0.357414,0.758065,0.761679,0.292109
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,No,Best First,Sensitive learning,77,58,434,47,0.570370,0.620968,0.834268,0.486927
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,No,Best First,Sensitive learning,68,117,375,56,0.367568,0.548387,0.733461,0.262321
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,No,Best First,Sensitive learning,84,232,310,28,0.265823,0.750000,0.730034,0.186909
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,No,Best First,Sensitive learning,68,86,456,44,0.441558,0.607143,0.832227,0.390398
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,No,Best First,Sensitive learning,63,144,398,49,0.304348,0.562500,0.732884,0.222091
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,No,Best First,Sensitive learning,42,256,364,13,0.140940,0.763636,0.744692,0.116402
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,No,Best First,Sensitive learning,42,69,551,13,0.378378,0.763636,0.860953,0.445613
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,No,Best First,Sensitive learning,25,137,483,30,0.154321,0.454545,0.664853,0.123820
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Oversampling,Best First,No,117,91,183,48,0.562500,0.709091,0.749060,0.358396
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Oversampling,Best First,No,92,47,227,73,0.661871,0.557576,0.791661,0.398534
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Oversampling,Best First,No,97,102,172,68,0.487437,0.587879,0.584185,0.207127
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Oversampling,Best First,No,0,0,321,118,NaN,0.000000,0.439780,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Oversampling,Best First,No,9,1,320,109,0.900000,0.076271,0.703245,0.102950
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Oversampling,Best First,No,0,0,321,118,NaN,0.000000,0.514705,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Oversampling,Best First,No,103,91,358,37,0.530928,0.735714,0.852307,0.470584
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Oversampling,Best First,No,61,47,402,79,0.564815,0.435714,0.763976,0.359296
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Oversampling,Best First,No,75,47,402,65,0.614754,0.535714,0.742006,0.450990
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Oversampling,Best First,No,81,110,382,43,0.424084,0.653226,0.773235,0.357423
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Oversampling,Best First,No,51,23,469,73,0.689189,0.411290,0.839029,0.429277
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Oversampling,Best First,No,80,113,379,44,0.414508,0.645161,0.738420,0.343916
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Oversampling,Best First,No,73,169,373,39,0.301653,0.651786,0.757775,0.232793
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Oversampling,Best First,No,55,56,486,57,0.495495,0.491071,0.827812,0.389129
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Oversampling,Best First,No,73,162,380,39,0.310638,0.651786,0.703314,0.245809
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Oversampling,Best First,No,43,215,405,12,0.166667,0.781818,0.775132,0.162224
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Oversampling,Best First,No,24,10,610,31,0.705882,0.436364,0.863695,0.508742
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Oversampling,Best First,No,41,187,433,14,0.179825,0.745455,0.733211,0.182410
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Oversampling,Best First,Sensitive threshold,153,221,53,12,0.409091,0.927273,0.560352,0.096413
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Oversampling,Best First,Sensitive threshold,130,87,187,35,0.599078,0.787879,0.735180,0.442615
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Oversampling,Best First,Sensitive threshold,97,102,172,68,0.487437,0.587879,0.607808,0.207127
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Oversampling,Best First,Sensitive threshold,5,1,320,113,0.833333,0.042373,0.519629,0.056092
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Oversampling,Best First,Sensitive threshold,20,4,317,98,0.833333,0.169492,0.578515,0.209902
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Oversampling,Best First,Sensitive threshold,0,0,321,118,NaN,0.000000,0.500000,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Oversampling,Best First,Sensitive threshold,131,261,188,9,0.334184,0.935714,0.677211,0.218864
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Oversampling,Best First,Sensitive threshold,78,74,375,62,0.513158,0.557143,0.696166,0.381092
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Oversampling,Best First,Sensitive threshold,75,48,401,65,0.609756,0.535714,0.714405,0.447508
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Oversampling,Best First,Sensitive threshold,104,236,256,20,0.305882,0.838710,0.679517,0.217405
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Oversampling,Best First,Sensitive threshold,88,107,385,36,0.451282,0.709677,0.746099,0.405389
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Oversampling,Best First,Sensitive threshold,85,143,349,39,0.372807,0.685484,0.697417,0.300559
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Oversampling,Best First,Sensitive threshold,96,275,267,16,0.258760,0.857143,0.674881,0.182423
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Oversampling,Best First,Sensitive threshold,104,284,258,8,0.268041,0.928571,0.702293,0.204592
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Oversampling,Best First,Sensitive threshold,75,182,360,37,0.291829,0.669643,0.666925,0.220573
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Oversampling,Best First,Sensitive threshold,51,354,266,4,0.125926,0.927273,0.678152,0.091371
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Oversampling,Best First,Sensitive threshold,47,112,508,8,0.295597,0.854545,0.836950,0.362004
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Oversampling,Best First,Sensitive threshold,41,188,432,14,0.179039,0.745455,0.721114,0.181130
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Oversampling,Best First,Sensitive learning,139,146,128,26,0.487719,0.842424,0.762387,0.270454
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Oversampling,Best First,Sensitive learning,128,86,188,37,0.598131,0.775758,0.791418,0.436127
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Oversampling,Best First,Sensitive learning,97,102,172,68,0.487437,0.587879,0.584185,0.207127
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Oversampling,Best First,Sensitive learning,3,0,321,115,1.000000,0.025424,0.565394,0.036748
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Oversampling,Best First,Sensitive learning,20,4,317,98,0.833333,0.169492,0.703245,0.209902
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Oversampling,Best First,Sensitive learning,0,0,321,118,NaN,0.000000,0.514705,0.000000
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Oversampling,Best First,Sensitive learning,128,220,229,12,0.367816,0.914286,0.861048,0.280770
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Oversampling,Best First,Sensitive learning,78,74,375,62,0.513158,0.557143,0.764015,0.381092
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Oversampling,Best First,Sensitive learning,75,48,401,65,0.609756,0.535714,0.742006,0.447508
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Oversampling,Best First,Sensitive learning,108,265,227,16,0.289544,0.870968,0.775341,0.189808
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Oversampling,Best First,Sensitive learning,88,107,385,36,0.451282,0.709677,0.839029,0.405389
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Oversampling,Best First,Sensitive learning,85,143,349,39,0.372807,0.685484,0.738469,0.300559
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Oversampling,Best First,Sensitive learning,102,327,215,10,0.237762,0.910714,0.748501,0.144809
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Oversampling,Best First,Sensitive learning,103,235,307,9,0.304734,0.919643,0.827812,0.269969
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Oversampling,Best First,Sensitive learning,75,182,360,37,0.291829,0.669643,0.703314,0.220573
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Oversampling,Best First,Sensitive learning,51,354,266,4,0.125926,0.927273,0.803240,0.091371
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Oversampling,Best First,Sensitive learning,47,110,510,8,0.299363,0.854545,0.863695,0.367003
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Oversampling,Best First,Sensitive learning,41,188,432,14,0.179039,0.745455,0.733211,0.181130
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Undersampling,Best First,No,114,79,195,51,0.590674,0.690909,0.759611,0.389443
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Undersampling,Best First,No,91,43,231,74,0.679104,0.551515,0.792480,0.409899
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Undersampling,Best First,No,102,94,180,63,0.520408,0.618182,0.642579,0.265205
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Undersampling,Best First,No,0,0,321,118,NaN,0.000000,0.711046,0.000000
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Undersampling,Best First,No,13,2,319,105,0.866667,0.110169,0.707693,0.143563
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Undersampling,Best First,No,1,0,321,117,1.000000,0.008475,0.612770,0.012345
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Undersampling,Best First,No,95,68,381,45,0.582822,0.678571,0.850493,0.498920
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Undersampling,Best First,No,39,18,431,101,0.684211,0.278571,0.791282,0.299601
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Undersampling,Best First,No,77,47,402,63,0.620968,0.550000,0.744289,0.463552
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Undersampling,Best First,No,87,142,350,37,0.379913,0.701613,0.788347,0.313664
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Undersampling,Best First,No,51,24,468,73,0.680000,0.411290,0.834833,0.425373
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Undersampling,Best First,No,84,123,369,40,0.405797,0.677419,0.751336,0.341846
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Undersampling,Best First,No,79,188,354,33,0.295880,0.705357,0.776316,0.231439
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Undersampling,Best First,No,27,21,521,85,0.562500,0.241071,0.831065,0.261631
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Undersampling,Best First,No,77,165,377,35,0.318182,0.687500,0.709665,0.262301
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Undersampling,Best First,No,45,240,380,10,0.157895,0.818182,0.772346,0.148372
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Undersampling,Best First,No,25,9,611,30,0.735294,0.454545,0.870880,0.532706
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Undersampling,Best First,No,41,225,395,14,0.154135,0.745455,0.693974,0.139210
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Undersampling,Best First,Sensitive threshold,155,223,51,10,0.410053,0.939394,0.562763,0.099879
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Undersampling,Best First,Sensitive threshold,123,81,193,42,0.602941,0.745455,0.724917,0.429635
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Undersampling,Best First,Sensitive threshold,102,94,180,63,0.520408,0.618182,0.637558,0.265205
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Undersampling,Best First,Sensitive threshold,6,4,317,112,0.600000,0.050847,0.519193,0.054020
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Undersampling,Best First,Sensitive threshold,27,11,310,91,0.710526,0.228814,0.597273,0.247631
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Undersampling,Best First,Sensitive threshold,1,0,321,117,1.000000,0.008475,0.504237,0.012345
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Undersampling,Best First,Sensitive threshold,136,281,168,4,0.326139,0.971429,0.672797,0.205610
BOOKKEEPER,3,0.317533,0.329941,0.237691,Naive Bayes,Undersampling,Best First,Sensitive threshold,90,80,369,50,0.529412,0.642857,0.732342,0.432773
BOOKKEEPER,3,0.317533,0.329941,0.237691,Ibk,Undersampling,Best First,Sensitive threshold,77,49,400,63,0.611111,0.550000,0.720434,0.456579
BOOKKEEPER,4,0.476165,0.299208,0.201299,Random Forest,Undersampling,Best First,Sensitive threshold,106,230,262,18,0.315476,0.854839,0.693680,0.236282
BOOKKEEPER,4,0.476165,0.299208,0.201299,Naive Bayes,Undersampling,Best First,Sensitive threshold,86,85,407,38,0.502924,0.693548,0.760392,0.456127
BOOKKEEPER,4,0.476165,0.299208,0.201299,Ibk,Undersampling,Best First,Sensitive threshold,89,170,322,35,0.343629,0.717742,0.686107,0.264514
BOOKKEEPER,5,0.642068,0.273909,0.171254,Random Forest,Undersampling,Best First,Sensitive threshold,100,303,239,12,0.248139,0.892857,0.666908,0.164388
BOOKKEEPER,5,0.642068,0.273909,0.171254,Naive Bayes,Undersampling,Best First,Sensitive threshold,112,541,1,0,0.171516,1.000000,0.500923,0.000633
BOOKKEEPER,5,0.642068,0.273909,0.171254,Ibk,Undersampling,Best First,Sensitive threshold,80,213,329,32,0.273038,0.714286,0.660648,0.195786
BOOKKEEPER,6,0.818206,0.251810,0.081481,Random Forest,Undersampling,Best First,Sensitive threshold,51,431,189,4,0.105809,0.927273,0.616056,0.051154
BOOKKEEPER,6,0.818206,0.251810,0.081481,Naive Bayes,Undersampling,Best First,Sensitive threshold,55,619,1,0,0.081602,1.000000,0.500806,0.000263
BOOKKEEPER,6,0.818206,0.251810,0.081481,Ibk,Undersampling,Best First,Sensitive threshold,41,226,394,14,0.153558,0.745455,0.690469,0.138206
BOOKKEEPER,1,0.081067,0.352159,0.375854,Random Forest,Undersampling,Best First,Sensitive learning,142,148,126,23,0.489655,0.860606,0.756857,0.278495
BOOKKEEPER,1,0.081067,0.352159,0.375854,Naive Bayes,Undersampling,Best First,Sensitive learning,122,81,193,43,0.600985,0.739394,0.792457,0.424335
BOOKKEEPER,1,0.081067,0.352159,0.375854,Ibk,Undersampling,Best First,Sensitive learning,102,94,180,63,0.520408,0.618182,0.642579,0.265205
BOOKKEEPER,2,0.199300,0.366216,0.268793,Random Forest,Undersampling,Best First,Sensitive learning,5,4,317,113,0.555556,0.042373,0.458406,0.042253
BOOKKEEPER,2,0.199300,0.366216,0.268793,Naive Bayes,Undersampling,Best First,Sensitive learning,27,11,310,91,0.710526,0.228814,0.707693,0.247631
BOOKKEEPER,2,0.199300,0.366216,0.268793,Ibk,Undersampling,Best First,Sensitive learning,1,0,321,117,1.000000,0.008475,0.612770,0.012345
BOOKKEEPER,3,0.317533,0.329941,0.237691,Random Forest,Undersampling,Best First,Sensitive learning,132,254,195,8,0.341969,0.942857,0.840089,0.235042
