Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Undersampling,Best First,No,41,101,193,12,0.288732,0.773585,0.730298,0.254728
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Undersampling,Best First,No,21,82,225,26,0.203883,0.446809,0.688579,0.119444
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Undersampling,Best First,No,9,13,294,38,0.409091,0.191489,0.828644,0.192504
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Undersampling,Best First,No,22,72,235,25,0.234043,0.468085,0.659332,0.164078
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Undersampling,Best First,No,34,162,354,10,0.173469,0.772727,0.820869,0.177820
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Undersampling,Best First,No,24,24,492,20,0.500000,0.545455,0.900326,0.479026
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Undersampling,Best First,No,32,160,356,12,0.166667,0.727273,0.738813,0.164353
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Undersampling,Best First,No,21,91,436,20,0.187500,0.512195,0.715115,0.188780
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Undersampling,Best First,No,18,22,505,23,0.450000,0.439024,0.835053,0.401797
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Undersampling,Best First,No,20,77,450,21,0.206186,0.487805,0.670523,0.209655
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Undersampling,Best First,No,50,152,180,8,0.247525,0.862069,0.755946,0.199672
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Undersampling,Best First,No,47,76,256,11,0.382114,0.810345,0.870923,0.397571
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Undersampling,Best First,No,48,147,185,10,0.246154,0.827586,0.699886,0.194872
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Undersampling,Best First,No,27,99,223,41,0.214286,0.397059,0.573735,0.067049
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Undersampling,Best First,No,14,12,310,54,0.538462,0.205882,0.620456,0.222920
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Undersampling,Best First,No,28,107,215,40,0.207407,0.411765,0.549461,0.057227
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Undersampling,Best First,No,11,107,260,13,0.093220,0.458333,0.673592,0.058927
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Undersampling,Best First,No,9,29,338,15,0.236842,0.375000,0.738136,0.232581
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Undersampling,Best First,No,11,94,273,13,0.104762,0.458333,0.635559,0.078460
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Undersampling,Best First,No,13,114,254,11,0.102362,0.541667,0.651551,0.077143
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Undersampling,Best First,No,10,36,332,14,0.217391,0.416667,0.730186,0.223209
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Undersampling,Best First,No,13,104,264,11,0.111111,0.541667,0.613564,0.092154
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Undersampling,Best First,No,34,100,237,25,0.253731,0.576271,0.702057,0.183384
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Undersampling,Best First,No,22,19,318,37,0.536585,0.372881,0.802143,0.362062
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Undersampling,Best First,No,32,91,246,27,0.260163,0.542373,0.653070,0.188158
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Undersampling,Best First,No,34,117,237,29,0.225166,0.539683,0.679379,0.132883
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Undersampling,Best First,No,25,22,332,38,0.531915,0.396825,0.763115,0.373686
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Undersampling,Best First,No,33,106,248,30,0.237410,0.523810,0.618241,0.150000
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Undersampling,Best First,No,37,54,320,14,0.406593,0.725490,0.875354,0.434088
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Undersampling,Best First,No,25,28,346,26,0.471698,0.490196,0.841093,0.408414
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Undersampling,Best First,No,36,73,301,15,0.330275,0.705882,0.759673,0.342499
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Undersampling,Best First,No,29,69,321,11,0.295918,0.725000,0.862628,0.332039
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Undersampling,Best First,No,20,34,356,20,0.370370,0.500000,0.825705,0.356787
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Undersampling,Best First,No,25,91,299,15,0.215517,0.625000,0.695833,0.211419
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Undersampling,Best First,No,38,41,345,6,0.481013,0.863636,0.942328,0.560059
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Undersampling,Best First,No,26,34,352,18,0.433333,0.590909,0.865197,0.433063
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Undersampling,Best First,No,32,69,317,12,0.316832,0.727273,0.786152,0.348509
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Undersampling,Best First,No,75,101,265,35,0.426136,0.681818,0.767611,0.335469
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Undersampling,Best First,No,48,54,312,62,0.470588,0.436364,0.704781,0.296360
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Undersampling,Best First,No,68,116,250,42,0.369565,0.618182,0.634600,0.243867
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Undersampling,Best First,No,67,119,316,18,0.360215,0.788235,0.845558,0.348216
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Undersampling,Best First,No,41,27,408,44,0.602941,0.482353,0.837579,0.457059
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Undersampling,Best First,No,63,135,300,22,0.318182,0.741176,0.713996,0.280705
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Undersampling,Best First,No,111,108,295,44,0.506849,0.716129,0.804715,0.397622
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Undersampling,Best First,No,77,29,374,78,0.726415,0.496774,0.815753,0.470588
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Undersampling,Best First,No,109,142,261,46,0.434263,0.703226,0.664820,0.294706
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Undersampling,Best First,Sensitive threshold,28,176,22,2,0.137255,0.933333,0.522222,0.012843
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Undersampling,Best First,Sensitive threshold,10,16,182,20,0.384615,0.333333,0.626263,0.267666
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Undersampling,Best First,Sensitive threshold,15,51,147,15,0.227273,0.500000,0.621212,0.160643
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Undersampling,Best First,Sensitive threshold,13,89,118,8,0.127451,0.619048,0.594548,0.069192
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Undersampling,Best First,Sensitive threshold,10,36,171,11,0.217391,0.476190,0.651139,0.196942
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Undersampling,Best First,Sensitive threshold,8,48,159,13,0.142857,0.380952,0.574534,0.085241
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Undersampling,Best First,Sensitive threshold,37,180,56,5,0.170507,0.880952,0.559120,0.043590
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Undersampling,Best First,Sensitive threshold,42,236,0,0,0.151079,1.000000,0.500000,0.000000
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Undersampling,Best First,Sensitive threshold,20,119,117,22,0.143885,0.476190,0.485977,-0.014388
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Undersampling,Best First,Sensitive threshold,30,174,78,1,0.147059,0.967742,0.638633,0.080435
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Undersampling,Best First,Sensitive threshold,31,252,0,0,0.109541,1.000000,0.500000,0.000000
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Undersampling,Best First,Sensitive threshold,19,95,157,12,0.166667,0.612903,0.617960,0.108517
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Undersampling,Best First,Sensitive threshold,52,141,104,7,0.269430,0.881356,0.652923,0.164246
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Undersampling,Best First,Sensitive threshold,36,31,214,23,0.537313,0.610169,0.741819,0.459964
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Undersampling,Best First,Sensitive threshold,40,86,159,19,0.317460,0.677966,0.663473,0.228464
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Undersampling,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Undersampling,Best First,Sensitive threshold,22,282,0,0,0.072368,1.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Undersampling,Best First,Sensitive threshold,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Undersampling,Best First,Sensitive threshold,48,185,109,5,0.206009,0.905660,0.638204,0.115556
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Undersampling,Best First,Sensitive threshold,48,113,181,5,0.298137,0.905660,0.760653,0.284061
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Undersampling,Best First,Sensitive threshold,44,138,156,9,0.241758,0.830189,0.680400,0.180618
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Undersampling,Best First,Sensitive threshold,37,152,155,10,0.195767,0.787234,0.646060,0.128158
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Undersampling,Best First,Sensitive threshold,35,66,241,12,0.346535,0.744681,0.764849,0.356334
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Undersampling,Best First,Sensitive threshold,25,120,187,22,0.172414,0.531915,0.570518,0.074902
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Undersampling,Best First,Sensitive threshold,43,305,211,1,0.123563,0.977273,0.693094,0.092834
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Undersampling,Best First,Sensitive threshold,41,149,367,3,0.215789,0.931818,0.821529,0.255423
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Undersampling,Best First,Sensitive threshold,37,235,281,7,0.136029,0.840909,0.692741,0.114387
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Undersampling,Best First,Sensitive threshold,31,253,274,10,0.109155,0.756098,0.638011,0.073944
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Undersampling,Best First,Sensitive threshold,32,88,439,9,0.266667,0.780488,0.806752,0.324870
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Undersampling,Best First,Sensitive threshold,21,209,318,20,0.091304,0.512195,0.557805,0.036989
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Undersampling,Best First,Sensitive threshold,55,237,95,3,0.188356,0.948276,0.617210,0.087968
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Undersampling,Best First,Sensitive threshold,56,185,147,2,0.232365,0.965517,0.704144,0.177364
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Undersampling,Best First,Sensitive threshold,49,186,146,9,0.208511,0.844828,0.642293,0.125963
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Undersampling,Best First,Sensitive threshold,45,204,118,23,0.180723,0.661765,0.514112,0.013769
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Undersampling,Best First,Sensitive threshold,24,34,288,44,0.413793,0.352941,0.623676,0.262581
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Undersampling,Best First,Sensitive threshold,30,109,213,38,0.215827,0.441176,0.551334,0.072720
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Undersampling,Best First,Sensitive threshold,18,193,174,6,0.085308,0.750000,0.612057,0.048289
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Undersampling,Best First,Sensitive threshold,12,70,297,12,0.146341,0.500000,0.654632,0.145241
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Undersampling,Best First,Sensitive threshold,13,121,246,11,0.097015,0.541667,0.605983,0.067466
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Undersampling,Best First,Sensitive threshold,18,209,159,6,0.079295,0.750000,0.591033,0.036756
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Undersampling,Best First,Sensitive threshold,12,80,288,12,0.130435,0.500000,0.641304,0.121590
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Undersampling,Best First,Sensitive threshold,13,132,236,11,0.089655,0.541667,0.591486,0.054514
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Undersampling,Best First,Sensitive threshold,43,180,157,16,0.192825,0.728814,0.597344,0.090700
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Undersampling,Best First,Sensitive threshold,36,61,276,23,0.371134,0.610169,0.714580,0.339082
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Undersampling,Best First,Sensitive threshold,36,112,225,23,0.243243,0.610169,0.638913,0.171266
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Undersampling,Best First,Sensitive threshold,52,211,143,11,0.197719,0.825397,0.614676,0.099510
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Undersampling,Best First,Sensitive threshold,38,65,289,25,0.368932,0.603175,0.709779,0.332729
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Undersampling,Best First,Sensitive threshold,36,129,225,27,0.218182,0.571429,0.603511,0.124303
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Undersampling,Best First,Sensitive threshold,49,234,140,2,0.173145,0.960784,0.667558,0.113049
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Undersampling,Best First,Sensitive threshold,36,64,310,15,0.360000,0.705882,0.767380,0.377953
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Undersampling,Best First,Sensitive threshold,36,77,297,15,0.318584,0.705882,0.750000,0.327878
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Undersampling,Best First,Sensitive threshold,39,227,163,1,0.146617,0.975000,0.696474,0.111151
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Undersampling,Best First,Sensitive threshold,28,68,322,12,0.291667,0.700000,0.762821,0.322835
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Undersampling,Best First,Sensitive threshold,25,93,297,15,0.211864,0.625000,0.693269,0.206154
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Undersampling,Best First,Sensitive threshold,44,195,191,0,0.184100,1.000000,0.747409,0.166981
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Undersampling,Best First,Sensitive threshold,31,55,331,13,0.360465,0.704545,0.781029,0.395018
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Undersampling,Best First,Sensitive threshold,33,70,316,11,0.320388,0.750000,0.784326,0.356739
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Undersampling,Best First,Sensitive threshold,93,198,168,17,0.319588,0.845455,0.652235,0.193258
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Undersampling,Best First,Sensitive threshold,58,74,292,52,0.439394,0.527273,0.662543,0.303835
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Undersampling,Best First,Sensitive threshold,68,116,250,42,0.369565,0.618182,0.650621,0.243867
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Undersampling,Best First,Sensitive threshold,80,266,169,5,0.231214,0.941176,0.664841,0.147489
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Undersampling,Best First,Sensitive threshold,59,73,362,26,0.446970,0.694118,0.763151,0.430531
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Undersampling,Best First,Sensitive threshold,64,143,292,21,0.309179,0.752941,0.712103,0.268924
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Undersampling,Best First,Sensitive threshold,144,239,164,11,0.375979,0.929032,0.667990,0.231295
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Undersampling,Best First,Sensitive threshold,115,98,305,40,0.539906,0.741935,0.749380,0.447263
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Undersampling,Best First,Sensitive threshold,110,152,251,45,0.419847,0.709677,0.666253,0.274253
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Undersampling,Best First,Sensitive learning,28,156,42,2,0.152174,0.933333,0.663300,0.045772
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Undersampling,Best First,Sensitive learning,9,15,183,21,0.375000,0.300000,0.731902,0.245033
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Undersampling,Best First,Sensitive learning,15,51,147,15,0.227273,0.500000,0.638384,0.160643
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Undersampling,Best First,Sensitive learning,13,144,63,8,0.082803,0.619048,0.554980,-0.019594
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Undersampling,Best First,Sensitive learning,9,34,173,12,0.209302,0.428571,0.661376,0.179728
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Undersampling,Best First,Sensitive learning,8,48,159,13,0.142857,0.380952,0.585231,0.085241
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Undersampling,Best First,Sensitive learning,39,212,24,3,0.155378,0.928571,0.536421,0.009939
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Undersampling,Best First,Sensitive learning,42,236,0,0,0.151079,1.000000,0.732950,0.000000
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Undersampling,Best First,Sensitive learning,20,119,117,22,0.143885,0.476190,0.509786,-0.014388
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Undersampling,Best First,Sensitive learning,30,219,33,1,0.120482,0.967742,0.767345,0.024169
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Undersampling,Best First,Sensitive learning,31,252,0,0,0.109541,1.000000,0.851062,0.000000
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Undersampling,Best First,Sensitive learning,19,95,157,12,0.166667,0.612903,0.648746,0.108517
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Undersampling,Best First,Sensitive learning,57,185,60,2,0.235537,0.966102,0.739294,0.096905
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Undersampling,Best First,Sensitive learning,33,30,215,26,0.523810,0.559322,0.813974,0.425912
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Undersampling,Best First,Sensitive learning,40,86,159,19,0.317460,0.677966,0.701038,0.228464
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Undersampling,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Undersampling,Best First,Sensitive learning,22,282,0,0,0.072368,1.000000,0.500000,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Undersampling,Best First,Sensitive learning,0,0,282,22,NaN,0.000000,0.500000,0.000000
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Undersampling,Best First,Sensitive learning,51,231,63,2,0.180851,0.962264,0.756642,0.063715
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Undersampling,Best First,Sensitive learning,48,113,181,5,0.298137,0.905660,0.849313,0.284061
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Undersampling,Best First,Sensitive learning,44,138,156,9,0.241758,0.830189,0.729913,0.180618
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Undersampling,Best First,Sensitive learning,40,214,93,7,0.157480,0.851064,0.682272,0.053751
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Undersampling,Best First,Sensitive learning,35,64,243,12,0.353535,0.744681,0.828644,0.365142
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Undersampling,Best First,Sensitive learning,25,120,187,22,0.172414,0.531915,0.658847,0.074902
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Undersampling,Best First,Sensitive learning,43,357,159,1,0.107500,0.977273,0.793561,0.060720
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Undersampling,Best First,Sensitive learning,41,146,370,3,0.219251,0.931818,0.900326,0.260965
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Undersampling,Best First,Sensitive learning,37,235,281,7,0.136029,0.840909,0.737888,0.114387
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Undersampling,Best First,Sensitive learning,35,334,193,6,0.094851,0.853659,0.717522,0.046895
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Undersampling,Best First,Sensitive learning,31,87,440,10,0.262712,0.756098,0.835053,0.316732
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Undersampling,Best First,Sensitive learning,21,209,318,20,0.091304,0.512195,0.671380,0.036989
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Undersampling,Best First,Sensitive learning,56,256,76,2,0.179487,0.965517,0.745196,0.069264
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Undersampling,Best First,Sensitive learning,56,185,147,2,0.232365,0.965517,0.870638,0.177364
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Undersampling,Best First,Sensitive learning,49,184,148,9,0.210300,0.844828,0.699860,0.129444
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Undersampling,Best First,Sensitive learning,56,249,73,12,0.183607,0.823529,0.564418,0.021156
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Undersampling,Best First,Sensitive learning,24,34,288,44,0.413793,0.352941,0.620456,0.262581
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Undersampling,Best First,Sensitive learning,30,109,213,38,0.215827,0.441176,0.549461,0.072720
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Undersampling,Best First,Sensitive learning,22,249,118,2,0.081181,0.916667,0.662750,0.041002
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Undersampling,Best First,Sensitive learning,12,70,297,12,0.146341,0.500000,0.738136,0.145241
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Undersampling,Best First,Sensitive learning,13,121,246,11,0.097015,0.541667,0.635559,0.067466
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Undersampling,Best First,Sensitive learning,19,242,126,5,0.072797,0.791667,0.670799,0.023873
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Undersampling,Best First,Sensitive learning,12,80,288,12,0.130435,0.500000,0.730186,0.121590
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Undersampling,Best First,Sensitive learning,13,132,236,11,0.089655,0.541667,0.613564,0.054514
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Undersampling,Best First,Sensitive learning,52,216,121,7,0.194030,0.881356,0.700121,0.097683
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Undersampling,Best First,Sensitive learning,36,61,276,23,0.371134,0.610169,0.802143,0.339082
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Undersampling,Best First,Sensitive learning,36,112,225,23,0.243243,0.610169,0.653070,0.171266
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Undersampling,Best First,Sensitive learning,57,255,99,6,0.182692,0.904762,0.674648,0.070270
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Undersampling,Best First,Sensitive learning,38,63,291,25,0.376238,0.603175,0.763115,0.340735
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Undersampling,Best First,Sensitive learning,36,129,225,27,0.218182,0.571429,0.618241,0.124303
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Undersampling,Best First,Sensitive learning,50,229,145,1,0.179211,0.980392,0.884319,0.125608
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Undersampling,Best First,Sensitive learning,36,64,310,15,0.360000,0.705882,0.841093,0.377953
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Undersampling,Best First,Sensitive learning,36,77,297,15,0.318584,0.705882,0.759673,0.327878
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Undersampling,Best First,Sensitive learning,38,216,174,2,0.149606,0.950000,0.856891,0.116494
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Undersampling,Best First,Sensitive learning,28,68,322,12,0.291667,0.700000,0.825705,0.322835
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Undersampling,Best First,Sensitive learning,25,93,297,15,0.211864,0.625000,0.695833,0.206154
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Undersampling,Best First,Sensitive learning,43,181,205,1,0.191964,0.977273,0.941180,0.180764
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Undersampling,Best First,Sensitive learning,31,55,331,13,0.360465,0.704545,0.864873,0.395018
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Undersampling,Best First,Sensitive learning,33,70,316,11,0.320388,0.750000,0.786152,0.356739
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Undersampling,Best First,Sensitive learning,96,190,176,14,0.335664,0.872727,0.773100,0.226731
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Undersampling,Best First,Sensitive learning,58,74,292,52,0.439394,0.527273,0.704781,0.303835
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Undersampling,Best First,Sensitive learning,68,116,250,42,0.369565,0.618182,0.634600,0.243867
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Undersampling,Best First,Sensitive learning,80,258,177,5,0.236686,0.941176,0.841528,0.158400
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Undersampling,Best First,Sensitive learning,59,73,362,26,0.446970,0.694118,0.837579,0.430531
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Undersampling,Best First,Sensitive learning,64,143,292,21,0.309179,0.752941,0.713996,0.268924
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Undersampling,Best First,Sensitive learning,144,220,183,11,0.395604,0.929032,0.809189,0.270782
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Undersampling,Best First,Sensitive learning,115,97,306,40,0.542453,0.741935,0.815753,0.450290
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Undersampling,Best First,Sensitive learning,110,152,251,45,0.419847,0.709677,0.664820,0.274253
