Dataset, #TrainingRelease, %Training, %Defective in training,%Defective in testing, Classifier, Balancing, Feature Selection, Sensitivity, TP, FP, TN, FN, Precision,Recall, AUC, Kappa
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Undersampling,No,No,23,100,152,8,0.186992,0.741935,0.672555,0.149961
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Undersampling,No,No,33,21,224,26,0.611111,0.559322,0.828018,0.489350
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Undersampling,No,No,24,20,225,35,0.545455,0.406780,0.780630,0.359877
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Undersampling,No,No,32,118,127,27,0.213333,0.542373,0.530370,0.038310
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Undersampling,No,No,0,0,282,22,NaN,0.000000,0.664813,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Undersampling,No,No,5,12,270,17,0.294118,0.227273,0.685767,0.206338
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Undersampling,No,No,0,2,280,22,0.000000,0.000000,0.496454,-0.012209
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Undersampling,No,No,43,106,188,10,0.288591,0.811321,0.791105,0.258711
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Undersampling,No,No,29,39,255,24,0.426471,0.547170,0.815300,0.371431
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Undersampling,No,No,30,86,208,23,0.258621,0.566038,0.637498,0.183917
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Undersampling,No,No,28,41,266,19,0.405797,0.595745,0.784462,0.385737
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Undersampling,No,No,12,19,288,35,0.387097,0.255319,0.775764,0.226010
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Undersampling,No,No,23,42,265,24,0.353846,0.489362,0.676277,0.303357
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Undersampling,No,No,36,120,396,8,0.230769,0.818182,0.867336,0.270596
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Undersampling,No,No,22,38,478,22,0.366667,0.500000,0.890680,0.365559
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Undersampling,No,No,23,124,392,21,0.156463,0.522727,0.640746,0.136391
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Undersampling,No,No,19,67,460,22,0.220930,0.463415,0.729949,0.223281
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Undersampling,No,No,20,42,485,21,0.322581,0.487805,0.843731,0.330139
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Undersampling,No,No,18,166,361,23,0.097826,0.439024,0.563614,0.047555
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Undersampling,No,No,53,144,188,5,0.269036,0.913793,0.812318,0.241364
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Undersampling,No,No,39,63,269,19,0.382353,0.672414,0.826885,0.367584
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Undersampling,No,No,54,159,173,4,0.253521,0.931034,0.726163,0.215011
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Undersampling,No,No,25,76,246,43,0.247525,0.367647,0.567410,0.110476
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Undersampling,No,No,13,8,314,55,0.619048,0.191176,0.546630,0.228668
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Undersampling,No,No,7,9,313,61,0.437500,0.102941,0.544643,0.107376
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Undersampling,No,No,13,77,290,11,0.144444,0.541667,0.769812,0.145228
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Undersampling,No,No,12,37,330,12,0.244898,0.500000,0.790702,0.268489
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Undersampling,No,No,16,93,274,8,0.146789,0.666667,0.729678,0.155652
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Undersampling,No,No,20,57,311,4,0.259740,0.833333,0.873019,0.333853
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Undersampling,No,No,14,40,328,10,0.259259,0.583333,0.744226,0.299600
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Undersampling,No,No,16,90,278,8,0.150943,0.666667,0.711051,0.162539
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Undersampling,No,No,36,36,301,23,0.500000,0.610169,0.860685,0.461411
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Undersampling,No,No,28,23,314,31,0.549020,0.474576,0.773550,0.430398
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Undersampling,No,No,33,48,289,26,0.407407,0.559322,0.708444,0.361318
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Undersampling,No,No,49,54,300,14,0.475728,0.777778,0.880235,0.495840
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Undersampling,No,No,33,24,330,30,0.578947,0.523810,0.786925,0.474591
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Undersampling,No,No,44,125,229,19,0.260355,0.698413,0.672653,0.204135
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Undersampling,No,No,32,49,325,19,0.395062,0.627451,0.849009,0.395878
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Undersampling,No,No,27,32,342,24,0.457627,0.529412,0.831236,0.415693
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Undersampling,No,No,27,87,287,24,0.236842,0.529412,0.648396,0.193548
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Undersampling,No,No,35,60,330,5,0.368421,0.875000,0.920801,0.445986
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Undersampling,No,No,23,38,352,17,0.377049,0.575000,0.833077,0.386511
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Undersampling,No,No,29,79,311,11,0.268519,0.725000,0.761218,0.296364
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Undersampling,No,No,38,30,356,6,0.558824,0.863636,0.963289,0.632967
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Undersampling,No,No,26,34,352,18,0.433333,0.590909,0.862341,0.433063
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Undersampling,No,No,36,72,314,8,0.333333,0.818182,0.815827,0.384131
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Undersampling,No,No,68,74,292,42,0.478873,0.618182,0.765946,0.377581
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Undersampling,No,No,47,55,311,63,0.460784,0.427273,0.660718,0.284229
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Undersampling,No,No,46,45,321,64,0.505495,0.418182,0.647615,0.314212
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Undersampling,No,No,69,95,340,16,0.420732,0.811765,0.872847,0.431890
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Undersampling,No,No,42,32,403,43,0.567568,0.494118,0.833401,0.443652
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Undersampling,No,No,61,134,301,24,0.312821,0.717647,0.704476,0.269364
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Undersampling,No,No,111,117,286,44,0.486842,0.716129,0.794045,0.371912
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Undersampling,No,No,77,30,373,78,0.719626,0.496774,0.812911,0.466813
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Undersampling,No,No,110,318,85,45,0.257009,0.709677,0.460298,-0.051497
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Undersampling,No,Sensitive threshold,30,197,1,0,0.132159,1.000000,0.502525,0.001334
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Undersampling,No,Sensitive threshold,11,21,177,19,0.343750,0.366667,0.630303,0.253438
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Undersampling,No,Sensitive threshold,10,108,90,20,0.084746,0.333333,0.393939,-0.094509
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Undersampling,No,Sensitive threshold,21,203,4,0,0.093750,1.000000,0.509662,0.003617
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Undersampling,No,Sensitive threshold,2,3,204,19,0.400000,0.095238,0.540373,0.122770
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Undersampling,No,Sensitive threshold,6,61,146,15,0.089552,0.285714,0.495514,-0.004522
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Undersampling,No,Sensitive threshold,41,231,5,1,0.150735,0.976190,0.498688,-0.000807
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Undersampling,No,Sensitive threshold,27,80,156,15,0.252336,0.642857,0.651937,0.185731
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Undersampling,No,Sensitive threshold,35,151,85,7,0.188172,0.833333,0.596751,0.080318
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Undersampling,No,Sensitive threshold,30,217,35,1,0.121457,0.967742,0.553315,0.026294
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Undersampling,No,Sensitive threshold,28,84,168,3,0.250000,0.903226,0.784946,0.265593
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Undersampling,No,Sensitive threshold,23,100,152,8,0.186992,0.741935,0.672555,0.149961
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Undersampling,No,Sensitive threshold,55,162,83,4,0.253456,0.932203,0.635489,0.134379
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Undersampling,No,Sensitive threshold,29,33,212,30,0.467742,0.491525,0.678416,0.350075
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Undersampling,No,Sensitive threshold,32,119,126,27,0.211921,0.542373,0.528329,0.035592
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Undersampling,No,Sensitive threshold,16,115,167,6,0.122137,0.727273,0.659736,0.097281
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Undersampling,No,Sensitive threshold,7,22,260,15,0.241379,0.318182,0.620084,0.209446
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Undersampling,No,Sensitive threshold,0,2,280,22,0.000000,0.000000,0.496454,-0.012209
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Undersampling,No,Sensitive threshold,51,230,64,2,0.181495,0.962264,0.589976,0.065124
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Undersampling,No,Sensitive threshold,36,61,233,17,0.371134,0.679245,0.735881,0.351992
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Undersampling,No,Sensitive threshold,30,86,208,23,0.258621,0.566038,0.636760,0.183917
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Undersampling,No,Sensitive threshold,46,251,56,1,0.154882,0.978723,0.580567,0.049543
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Undersampling,No,Sensitive threshold,18,29,278,29,0.382979,0.382979,0.644258,0.288516
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Undersampling,No,Sensitive threshold,23,42,265,24,0.353846,0.489362,0.676277,0.303357
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Undersampling,No,Sensitive threshold,43,387,129,1,0.100000,0.977273,0.613636,0.045343
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Undersampling,No,Sensitive threshold,28,58,458,16,0.325581,0.636364,0.761980,0.364729
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Undersampling,No,Sensitive threshold,23,125,391,21,0.155405,0.522727,0.640240,0.134778
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Undersampling,No,Sensitive threshold,37,353,174,4,0.094872,0.902439,0.616305,0.047231
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Undersampling,No,Sensitive threshold,26,64,463,15,0.288889,0.634146,0.756352,0.330548
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Undersampling,No,Sensitive threshold,18,166,361,23,0.097826,0.439024,0.562017,0.047555
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Undersampling,No,Sensitive threshold,57,241,91,1,0.191275,0.982759,0.628428,0.094867
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Undersampling,No,Sensitive threshold,48,97,235,10,0.331034,0.827586,0.767709,0.330714
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Undersampling,No,Sensitive threshold,54,159,173,4,0.253521,0.931034,0.726059,0.215011
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Undersampling,No,Sensitive threshold,59,289,33,9,0.169540,0.867647,0.485066,-0.011383
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Undersampling,No,Sensitive threshold,14,12,310,54,0.538462,0.205882,0.584308,0.222920
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Undersampling,No,Sensitive threshold,8,9,313,60,0.470588,0.117647,0.544848,0.127375
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Undersampling,No,Sensitive threshold,24,309,58,0,0.072072,1.000000,0.579019,0.022524
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Undersampling,No,Sensitive threshold,13,57,310,11,0.185714,0.541667,0.693177,0.203809
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Undersampling,No,Sensitive threshold,19,145,222,5,0.115854,0.791667,0.698286,0.106435
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Undersampling,No,Sensitive threshold,23,261,107,1,0.080986,0.958333,0.624547,0.041082
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Undersampling,No,Sensitive threshold,15,55,313,9,0.214286,0.625000,0.737772,0.250836
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Undersampling,No,Sensitive threshold,16,90,278,8,0.150943,0.666667,0.711051,0.162539
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Undersampling,No,Sensitive threshold,54,185,152,5,0.225941,0.915254,0.683146,0.162194
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Undersampling,No,Sensitive threshold,31,35,302,28,0.469697,0.525424,0.710783,0.401899
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Undersampling,No,Sensitive threshold,33,48,289,26,0.407407,0.559322,0.708444,0.361318
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Undersampling,No,Sensitive threshold,61,209,145,2,0.225926,0.968254,0.688929,0.160758
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Undersampling,No,Sensitive threshold,37,35,319,26,0.513889,0.587302,0.744216,0.461343
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Undersampling,No,Sensitive threshold,44,125,229,19,0.260355,0.698413,0.672653,0.204135
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Undersampling,No,Sensitive threshold,49,248,126,2,0.164983,0.960784,0.648841,0.096560
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Undersampling,No,Sensitive threshold,32,46,328,19,0.410256,0.627451,0.752228,0.410591
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Undersampling,No,Sensitive threshold,27,87,287,24,0.236842,0.529412,0.648396,0.193548
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Undersampling,No,Sensitive threshold,39,225,165,1,0.147727,0.975000,0.699038,0.113321
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Undersampling,No,Sensitive threshold,25,51,339,15,0.328947,0.625000,0.747115,0.352055
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Undersampling,No,Sensitive threshold,29,79,311,11,0.268519,0.725000,0.761218,0.296364
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Undersampling,No,Sensitive threshold,44,201,185,0,0.179592,1.000000,0.739637,0.158505
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Undersampling,No,Sensitive threshold,28,47,339,16,0.373333,0.636364,0.757301,0.392192
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Undersampling,No,Sensitive threshold,36,72,314,8,0.333333,0.818182,0.815827,0.384131
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Undersampling,No,Sensitive threshold,94,235,131,16,0.285714,0.854545,0.606234,0.125256
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Undersampling,No,Sensitive threshold,52,62,304,58,0.456140,0.472727,0.651664,0.299519
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Undersampling,No,Sensitive threshold,46,45,321,64,0.505495,0.418182,0.647615,0.314212
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Undersampling,No,Sensitive threshold,83,267,168,2,0.237143,0.976471,0.681339,0.160888
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Undersampling,No,Sensitive threshold,46,44,391,39,0.511111,0.541176,0.720014,0.429855
ZOOKEEPER,21,0.878357,0.124101,0.163462,Ibk,Undersampling,No,Sensitive threshold,61,135,300,24,0.311224,0.717647,0.703651,0.267021
ZOOKEEPER,22,0.937035,0.126566,0.277778,Random Forest,Undersampling,No,Sensitive threshold,154,306,97,1,0.334783,0.993548,0.617122,0.145904
ZOOKEEPER,22,0.937035,0.126566,0.277778,Naive Bayes,Undersampling,No,Sensitive threshold,83,42,361,72,0.664000,0.535484,0.715633,0.458575
ZOOKEEPER,22,0.937035,0.126566,0.277778,Ibk,Undersampling,No,Sensitive threshold,110,318,85,45,0.257009,0.709677,0.460298,-0.051497
ZOOKEEPER,1,0.021778,0.181347,0.131579,Random Forest,Undersampling,No,Sensitive learning,28,172,26,2,0.140000,0.933333,0.695370,0.018991
ZOOKEEPER,1,0.021778,0.181347,0.131579,Naive Bayes,Undersampling,No,Sensitive learning,11,21,177,19,0.343750,0.366667,0.765993,0.253438
ZOOKEEPER,1,0.021778,0.181347,0.131579,Ibk,Undersampling,No,Sensitive learning,10,108,90,20,0.084746,0.333333,0.393939,-0.094509
ZOOKEEPER,2,0.047506,0.154394,0.092105,Random Forest,Undersampling,No,Sensitive learning,21,200,7,0,0.095023,1.000000,0.571659,0.006406
ZOOKEEPER,2,0.047506,0.154394,0.092105,Naive Bayes,Undersampling,No,Sensitive learning,2,3,204,19,0.400000,0.095238,0.393835,0.122770
ZOOKEEPER,2,0.047506,0.154394,0.092105,Ibk,Undersampling,No,Sensitive learning,6,61,146,15,0.089552,0.285714,0.495514,-0.004522
ZOOKEEPER,3,0.073234,0.132512,0.151079,Random Forest,Undersampling,No,Sensitive learning,41,234,2,1,0.149091,0.976190,0.695319,-0.004675
ZOOKEEPER,3,0.073234,0.132512,0.151079,Naive Bayes,Undersampling,No,Sensitive learning,26,76,160,16,0.254902,0.619048,0.708535,0.187135
ZOOKEEPER,3,0.073234,0.132512,0.151079,Ibk,Undersampling,No,Sensitive learning,35,151,85,7,0.188172,0.833333,0.596751,0.080318
ZOOKEEPER,4,0.104604,0.138080,0.109541,Random Forest,Undersampling,No,Sensitive learning,30,210,42,1,0.125000,0.967742,0.720302,0.033973
ZOOKEEPER,4,0.104604,0.138080,0.109541,Naive Bayes,Undersampling,No,Sensitive learning,27,80,172,4,0.252336,0.870968,0.901690,0.266749
ZOOKEEPER,4,0.104604,0.138080,0.109541,Ibk,Undersampling,No,Sensitive learning,23,100,152,8,0.186992,0.741935,0.672555,0.149961
ZOOKEEPER,5,0.136538,0.131405,0.194079,Random Forest,Undersampling,No,Sensitive learning,55,155,90,4,0.261905,0.932203,0.859357,0.151940
ZOOKEEPER,5,0.136538,0.131405,0.194079,Naive Bayes,Undersampling,No,Sensitive learning,29,33,212,30,0.467742,0.491525,0.780906,0.350075
ZOOKEEPER,5,0.136538,0.131405,0.194079,Ibk,Undersampling,No,Sensitive learning,32,119,126,27,0.211921,0.542373,0.530370,0.035592
ZOOKEEPER,6,0.170842,0.143989,0.072368,Random Forest,Undersampling,No,Sensitive learning,0,0,282,22,NaN,0.000000,0.475097,0.000000
ZOOKEEPER,6,0.170842,0.143989,0.072368,Naive Bayes,Undersampling,No,Sensitive learning,7,22,260,15,0.241379,0.318182,0.685767,0.209446
ZOOKEEPER,6,0.170842,0.143989,0.072368,Ibk,Undersampling,No,Sensitive learning,0,2,280,22,0.000000,0.000000,0.496454,-0.012209
ZOOKEEPER,7,0.205146,0.132013,0.152738,Random Forest,Undersampling,No,Sensitive learning,52,209,85,1,0.199234,0.981132,0.814080,0.103602
ZOOKEEPER,7,0.205146,0.132013,0.152738,Naive Bayes,Undersampling,No,Sensitive learning,36,61,233,17,0.371134,0.679245,0.815396,0.351992
ZOOKEEPER,7,0.205146,0.132013,0.152738,Ibk,Undersampling,No,Sensitive learning,30,86,208,23,0.258621,0.566038,0.637498,0.183917
ZOOKEEPER,8,0.244302,0.135335,0.132768,Random Forest,Undersampling,No,Sensitive learning,41,201,106,6,0.169421,0.872340,0.765160,0.078936
ZOOKEEPER,8,0.244302,0.135335,0.132768,Naive Bayes,Undersampling,No,Sensitive learning,17,29,278,30,0.369565,0.361702,0.775764,0.269669
ZOOKEEPER,8,0.244302,0.135335,0.132768,Ibk,Undersampling,No,Sensitive learning,23,42,265,24,0.353846,0.489362,0.676277,0.303357
ZOOKEEPER,9,0.284247,0.134974,0.078571,Random Forest,Undersampling,No,Sensitive learning,43,347,169,1,0.110256,0.977273,0.864253,0.066309
ZOOKEEPER,9,0.284247,0.134974,0.078571,Naive Bayes,Undersampling,No,Sensitive learning,28,58,458,16,0.325581,0.636364,0.890856,0.364729
ZOOKEEPER,9,0.284247,0.134974,0.078571,Ibk,Undersampling,No,Sensitive learning,23,125,391,21,0.155405,0.522727,0.640746,0.134778
ZOOKEEPER,10,0.347439,0.124716,0.072183,Random Forest,Undersampling,No,Sensitive learning,35,339,188,6,0.093583,0.853659,0.685403,0.044340
ZOOKEEPER,10,0.347439,0.124716,0.072183,Naive Bayes,Undersampling,No,Sensitive learning,26,63,464,15,0.292135,0.634146,0.843801,0.334195
ZOOKEEPER,10,0.347439,0.124716,0.072183,Ibk,Undersampling,No,Sensitive learning,18,166,361,23,0.097826,0.439024,0.563614,0.047555
ZOOKEEPER,11,0.411532,0.116534,0.148718,Random Forest,Undersampling,No,Sensitive learning,57,239,93,1,0.192568,0.982759,0.789209,0.097605
ZOOKEEPER,11,0.411532,0.116534,0.148718,Naive Bayes,Undersampling,No,Sensitive learning,48,97,235,10,0.331034,0.827586,0.826236,0.330714
ZOOKEEPER,11,0.411532,0.116534,0.148718,Ibk,Undersampling,No,Sensitive learning,54,159,173,4,0.253521,0.931034,0.726163,0.215011
ZOOKEEPER,12,0.455541,0.119643,0.174359,Random Forest,Undersampling,No,Sensitive learning,57,216,106,11,0.208791,0.838235,0.623835,0.076485
ZOOKEEPER,12,0.455541,0.119643,0.174359,Naive Bayes,Undersampling,No,Sensitive learning,14,12,310,54,0.538462,0.205882,0.546630,0.222920
ZOOKEEPER,12,0.455541,0.119643,0.174359,Ibk,Undersampling,No,Sensitive learning,8,9,313,60,0.470588,0.117647,0.544643,0.127375
ZOOKEEPER,13,0.499549,0.124464,0.061381,Random Forest,Undersampling,No,Sensitive learning,24,282,85,0,0.078431,1.000000,0.761864,0.035682
ZOOKEEPER,13,0.499549,0.124464,0.061381,Naive Bayes,Undersampling,No,Sensitive learning,13,57,310,11,0.185714,0.541667,0.790020,0.203809
ZOOKEEPER,13,0.499549,0.124464,0.061381,Ibk,Undersampling,No,Sensitive learning,19,145,222,5,0.115854,0.791667,0.729678,0.106435
ZOOKEEPER,14,0.543670,0.119344,0.061224,Random Forest,Undersampling,No,Sensitive learning,23,232,136,1,0.090196,0.958333,0.868150,0.059633
ZOOKEEPER,14,0.543670,0.119344,0.061224,Naive Bayes,Undersampling,No,Sensitive learning,15,55,313,9,0.214286,0.625000,0.743886,0.250836
ZOOKEEPER,14,0.543670,0.119344,0.061224,Ibk,Undersampling,No,Sensitive learning,16,90,278,8,0.150943,0.666667,0.711051,0.162539
ZOOKEEPER,15,0.587903,0.114971,0.148990,Random Forest,Undersampling,No,Sensitive learning,54,161,176,5,0.251163,0.915254,0.866142,0.209277
ZOOKEEPER,15,0.587903,0.114971,0.148990,Naive Bayes,Undersampling,No,Sensitive learning,31,35,302,28,0.469697,0.525424,0.773550,0.401899
ZOOKEEPER,15,0.587903,0.114971,0.148990,Ibk,Undersampling,No,Sensitive learning,33,48,289,26,0.407407,0.559322,0.708444,0.361318
ZOOKEEPER,16,0.632589,0.117374,0.151079,Random Forest,Undersampling,No,Sensitive learning,60,211,143,3,0.221402,0.952381,0.893014,0.151181
ZOOKEEPER,16,0.632589,0.117374,0.151079,Naive Bayes,Undersampling,No,Sensitive learning,37,35,319,26,0.513889,0.587302,0.787149,0.461343
ZOOKEEPER,16,0.632589,0.117374,0.151079,Ibk,Undersampling,No,Sensitive learning,44,125,229,19,0.260355,0.698413,0.672653,0.204135
ZOOKEEPER,17,0.679643,0.119708,0.120000,Random Forest,Undersampling,No,Sensitive learning,49,212,162,2,0.187739,0.960784,0.859757,0.141803
ZOOKEEPER,17,0.679643,0.119708,0.120000,Naive Bayes,Undersampling,No,Sensitive learning,32,46,328,19,0.410256,0.627451,0.831236,0.410591
ZOOKEEPER,17,0.679643,0.119708,0.120000,Ibk,Undersampling,No,Sensitive learning,27,87,287,24,0.236842,0.529412,0.648396,0.193548
ZOOKEEPER,18,0.727601,0.119727,0.093023,Random Forest,Undersampling,No,Sensitive learning,39,191,199,1,0.169565,0.975000,0.917756,0.154964
ZOOKEEPER,18,0.727601,0.119727,0.093023,Naive Bayes,Undersampling,No,Sensitive learning,25,51,339,15,0.328947,0.625000,0.832660,0.352055
ZOOKEEPER,18,0.727601,0.119727,0.093023,Ibk,Undersampling,No,Sensitive learning,29,79,311,11,0.268519,0.725000,0.761218,0.296364
ZOOKEEPER,19,0.776123,0.118058,0.102326,Random Forest,Undersampling,No,Sensitive learning,44,180,206,0,0.196429,1.000000,0.958520,0.189766
ZOOKEEPER,19,0.776123,0.118058,0.102326,Naive Bayes,Undersampling,No,Sensitive learning,28,47,339,16,0.373333,0.636364,0.862518,0.392192
ZOOKEEPER,19,0.776123,0.118058,0.102326,Ibk,Undersampling,No,Sensitive learning,36,72,314,8,0.333333,0.818182,0.815827,0.384131
ZOOKEEPER,20,0.824645,0.117132,0.231092,Random Forest,Undersampling,No,Sensitive learning,85,178,188,25,0.323194,0.772727,0.771051,0.192668
ZOOKEEPER,20,0.824645,0.117132,0.231092,Naive Bayes,Undersampling,No,Sensitive learning,51,62,304,59,0.451327,0.463636,0.660420,0.291458
ZOOKEEPER,20,0.824645,0.117132,0.231092,Ibk,Undersampling,No,Sensitive learning,46,45,321,64,0.505495,0.418182,0.647615,0.314212
ZOOKEEPER,21,0.878357,0.124101,0.163462,Random Forest,Undersampling,No,Sensitive learning,83,240,195,2,0.256966,0.976471,0.871832,0.199746
ZOOKEEPER,21,0.878357,0.124101,0.163462,Naive Bayes,Undersampling,No,Sensitive learning,46,44,391,39,0.511111,0.541176,0.833401,0.429855
