Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,Age,Buggy
3.3.5,src/java/test/org/apache/zookeeper/test/ObserverTest.java,2510,2,2,240,233,120.00,232,233,116.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/PurgeTxnTest.java,1312,1,1,87,87,87.00,87,87,87.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/QuorumBase.java,4427,2,2,413,355,206.50,377,355,188.50,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/QuorumHammerTest.java,555,1,1,51,51,51.00,51,51,51.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/QuorumQuotaTest.java,989,1,1,59,59,59.00,59,59,59.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/QuorumTest.java,5111,1,1,461,461,461.00,461,461,461.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/QuorumUtil.java,2044,2,2,263,258,131.50,260,258,130.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/QuorumZxidSyncTest.java,1893,1,1,171,171,171.00,171,171,171.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/ReadOnlyModeTest.java,1446,1,1,241,241,241.00,241,241,241.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/RecoveryTest.java,3332,1,1,206,206,206.00,206,206,206.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/RepeatStartupTest.java,1050,1,1,68,68,68.00,68,68,68.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/RestoreCommittedLogTest.java,522,1,1,87,87,87.00,87,87,87.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SaslAuthDesignatedClientTest.java,297,1,1,99,99,99.00,99,99,99.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SaslAuthFailDesignatedClientTest.java,300,1,1,100,100,100.00,100,100,100.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SaslAuthFailTest.java,728,2,2,124,124,62.00,108,124,54.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SaslAuthMissingClientConfigTest.java,294,1,1,98,98,98.00,98,98,98.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SaslAuthTest.java,974,2,2,165,165,82.50,149,165,74.50,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SessionInvalidationTest.java,630,1,1,105,105,105.00,105,105,105.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SessionTest.java,5948,1,1,458,458,458.00,458,458,458.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SledgeHammer.java,1864,1,1,119,119,119.00,119,119,119.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/StandaloneTest.java,518,2,2,66,65,33.00,65,65,32.50,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/StatTest.java,3280,1,1,205,205,205.00,205,205,205.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/StaticHostProviderTest.java,686,1,1,98,98,98.00,98,98,98.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/SyncCallTest.java,1668,1,1,108,108,108.00,108,108,108.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/TestHammer.java,992,1,1,62,62,62.00,62,62,62.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/TruncateTest.java,1868,2,2,226,154,113.00,216,154,108.00,19,Yes
3.3.5,src/java/test/org/apache/zookeeper/test/WatchedEventTest.java,1514,1,1,94,94,94.00,94,94,94.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/WatcherFuncTest.java,7562,1,1,478,478,478.00,478,478,478.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/WatcherTest.java,5853,1,1,385,385,385.00,385,385,385.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/ZkDatabaseCorruptionTest.java,1315,1,1,132,132,132.00,132,132,132.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/ZooKeeperQuotaTest.java,1181,1,1,79,79,79.00,79,79,79.00,19,No
3.3.5,src/java/test/org/apache/zookeeper/test/ZooKeeperTestClient.java,6588,1,1,421,421,421.00,421,421,421.00,19,No
3.3.5,src/recipes/election/src/java/org/apache/zookeeper/recipes/leader/LeaderElectionAware.java,222,1,1,37,37,37.00,37,37,37.00,19,No
3.3.5,src/recipes/election/src/java/org/apache/zookeeper/recipes/leader/LeaderElectionSupport.java,2766,1,1,461,461,461.00,461,461,461.00,19,No
3.3.5,src/recipes/election/src/java/org/apache/zookeeper/recipes/leader/LeaderOffer.java,504,1,1,84,84,84.00,84,84,84.00,19,No
3.3.5,src/recipes/election/test/org/apache/zookeeper/recipes/leader/LeaderElectionSupportTest.java,1494,1,1,249,249,249.00,249,249,249.00,19,No
3.3.5,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/LockListener.java,494,1,1,38,38,38.00,38,38,38.00,19,No
3.3.5,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,2502,1,1,193,193,193.00,193,193,193.00,19,No
3.3.5,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,3841,1,1,296,296,296.00,296,296,296.00,19,No
3.3.5,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZNodeName.java,1423,1,1,110,110,110.00,110,110,110.00,19,No
3.3.5,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZooKeeperOperation.java,494,1,1,38,38,38.00,38,38,38.00,19,No
3.3.5,src/recipes/lock/test/org/apache/zookeeper/recipes/lock/WriteLockTest.java,2008,1,1,156,156,156.00,156,156,156.00,19,No
3.3.5,src/recipes/lock/test/org/apache/zookeeper/recipes/lock/ZNodeNameTest.java,751,1,1,59,59,59.00,59,59,59.00,19,No
3.3.5,src/recipes/queue/src/java/org/apache/zookeeper/recipes/queue/DistributedQueue.java,3438,1,1,313,313,313.00,313,313,313.00,19,No
3.3.5,src/recipes/queue/test/org/apache/zookeeper/recipes/queue/DistributedQueueTest.java,3120,1,1,286,286,286.00,286,286,286.00,19,No
3.3.6,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,2016,1,1,126,126,126.00,126,126,126.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/FilterException.java,198,1,1,22,22,22.00,22,22,22.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/FilterOp.java,675,1,1,75,75,75.00,75,75,75.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/FilterParser.java,1179,1,1,131,131,131.00,131,131,131.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/JsonGenerator.java,2007,1,1,223,223,223.00,223,223,223.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/Log4JEntry.java,360,1,1,40,40,40.00,40,40,40.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/Log4JSource.java,3427,1,1,381,381,381.00,381,381,381.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogEntry.java,414,1,1,46,46,46.00,46,46,46.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogIterator.java,234,1,1,26,26,26.00,26,26,26.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogServer.java,594,1,1,66,66,66.00,66,66,66.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogSkipList.java,853,1,1,95,95,95.00,95,95,95.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogSource.java,297,1,1,33,33,33.00,33,33,33.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/MeasureThroughput.java,927,1,1,103,103,103.00,103,103,103.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/MergedLogSource.java,1969,1,1,219,219,219.00,219,219,219.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/RandomAccessFileReader.java,2950,1,1,328,328,328.00,328,328,328.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/TransactionEntry.java,531,1,1,59,59,59.00,59,59,59.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/TxnLogSource.java,3386,1,1,376,376,376.00,376,376,376.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/AndOp.java,297,1,1,33,33,33.00,33,33,33.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/Arg.java,324,1,1,36,36,36.00,36,36,36.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/EqualsOp.java,396,1,1,44,44,44.00,44,44,44.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/GreaterThanOp.java,630,1,1,70,70,70.00,70,70,70.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/LessThanOp.java,621,1,1,69,69,69.00,69,69,69.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/NotOp.java,279,1,1,31,31,31.00,31,31,31.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/NumberArg.java,252,1,1,28,28,28.00,28,28,28.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/OrOp.java,297,1,1,33,33,33.00,33,33,33.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/StringArg.java,252,1,1,28,28,28.00,28,28,28.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/SymbolArg.java,243,1,1,27,27,27.00,27,27,27.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/XorOp.java,360,1,1,40,40,40.00,40,40,40.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/FileLoader.java,540,1,1,60,60,60.00,60,60,60.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Fs.java,621,1,1,69,69,69.00,69,69,69.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/GraphData.java,763,1,1,85,85,85.00,85,85,85.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/JsonServlet.java,765,1,1,85,85,85.00,85,85,85.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/NumEvents.java,781,1,1,87,87,87.00,87,87,87.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/StaticContent.java,450,1,1,50,50,50.00,50,50,50.00,7,No
3.3.6,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Throughput.java,1123,1,1,125,125,125.00,125,125,125.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/RestMain.java,1747,1,1,151,151,151.00,151,151,151.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/ZooKeeperService.java,2726,1,1,242,242,242.00,242,242,242.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/Credentials.java,423,1,1,47,47,47.00,47,47,47.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/Endpoint.java,648,1,1,72,72,72.00,72,72,72.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/HostPort.java,459,1,1,51,51,51.00,51,51,51.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/HostPortSet.java,459,1,1,51,51,51.00,51,51,51.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/RestCfg.java,954,1,1,106,106,106.00,106,106,106.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/filters/HTTPBasicAuth.java,783,1,1,87,87,87.00,87,87,87.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,1120,1,1,80,80,80.00,80,80,80.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java,1064,1,1,76,76,76.00,76,76,76.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZError.java,574,1,1,41,41,41.00,41,41,41.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZPath.java,882,1,1,63,63,63.00,63,63,63.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZSession.java,495,1,1,55,55,55.00,55,55,55.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java,1484,1,1,106,106,106.00,106,106,106.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,1008,1,1,72,72,72.00,72,72,72.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/KeeperExceptionMapper.java,1204,1,1,86,86,86.00,86,86,86.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/RuntimeExceptionMapper.java,742,1,1,55,55,55.00,55,55,55.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/SessionsResource.java,1213,1,1,135,135,135.00,135,135,135.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZErrorWriter.java,882,1,1,63,63,63.00,63,63,63.00,7,No
3.3.6,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,5617,1,1,412,412,412.00,412,412,412.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/Base.java,1289,1,1,94,94,94.00,94,94,94.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/CreateTest.java,2279,1,1,163,163,163.00,163,163,163.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/DeleteTest.java,1327,1,1,95,95,95.00,95,95,95.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/ExistsTest.java,1113,1,1,80,80,80.00,80,80,80.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/GetChildrenTest.java,1943,1,1,139,139,139.00,139,139,139.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/GetTest.java,1719,1,1,123,123,123.00,123,123,123.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/RestTestSuite.java,588,1,1,42,42,42.00,42,42,42.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/RootTest.java,683,1,1,68,68,68.00,68,68,68.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/SessionTest.java,1204,1,1,134,134,134.00,134,134,134.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/SetTest.java,2167,1,1,155,155,155.00,155,155,155.00,7,No
3.3.6,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/WadlTest.java,609,1,1,44,44,44.00,44,44,44.00,7,No
3.3.6,src/contrib/zooinspector/src/java/com/nitido/utils/toaster/Toaster.java,3198,1,1,533,533,533.00,533,533,533.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/ZooInspector.java,732,1,1,67,67,67.00,67,67,67.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/encryption/BasicDataEncryptionManager.java,550,1,1,50,50,50.00,50,50,50.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/encryption/DataEncryptionManager.java,429,1,1,39,39,39.00,39,39,39.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/IconResource.java,528,1,1,88,88,88.00,88,88,88.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/NodeViewersChangeListener.java,407,1,1,37,37,37.00,37,37,37.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/Toolbar.java,444,1,1,74,74,74.00,74,74,74.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorAboutDialog.java,874,1,1,79,79,79.00,79,79,79.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorConnectionPropertiesDialog.java,3531,1,1,321,321,321.00,321,321,321.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorNodeViewersDialog.java,6811,1,1,631,631,631.00,631,631,631.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorNodeViewersPanel.java,1540,1,1,140,140,140.00,140,140,140.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java,3713,1,1,318,318,318.00,318,318,318.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorTreeViewer.java,3946,1,1,356,356,356.00,356,356,356.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerACL.java,2057,1,1,187,187,187.00,187,187,187.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerData.java,1582,1,1,142,142,142.00,142,142,142.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerMetaData.java,2046,1,1,186,186,186.00,186,186,186.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/ZooInspectorNodeViewer.java,1518,1,1,138,138,138.00,138,138,138.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/logger/LoggerFactory.java,404,1,1,36,36,36.00,36,36,36.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/NodeListener.java,407,1,1,37,37,37.00,37,37,37.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/Pair.java,1320,1,1,120,120,120.00,120,120,120.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManager.java,1529,1,1,139,139,139.00,139,139,139.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManagerImpl.java,9372,1,1,852,852,852.00,852,852,852.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorNodeManager.java,363,1,1,33,33,33.00,33,33,33.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorNodeTreeManager.java,473,1,1,43,43,43.00,43,43,43.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorReadOnlyManager.java,1089,1,1,99,99,99.00,99,99,99.00,7,No
3.3.6,src/contrib/zooinspector/src/java/org/apache/zookeeper/retry/ZooKeeperRetry.java,3168,1,1,288,288,288.00,288,288,288.00,7,No
3.3.6,src/java/main/org/apache/jute/BinaryInputArchive.java,2230,1,1,131,131,131.00,131,131,131.00,7,No
3.3.6,src/java/main/org/apache/jute/BinaryOutputArchive.java,2491,1,1,146,146,146.00,146,146,146.00,7,No
3.3.6,src/java/main/org/apache/jute/CsvInputArchive.java,3514,1,1,204,204,204.00,204,204,204.00,7,No
3.3.6,src/java/main/org/apache/jute/CsvOutputArchive.java,2553,1,1,150,150,150.00,150,150,150.00,7,No
3.3.6,src/java/main/org/apache/jute/Index.java,649,1,1,38,38,38.00,38,38,38.00,7,No
3.3.6,src/java/main/org/apache/jute/InputArchive.java,737,1,1,43,43,43.00,43,43,43.00,7,No
3.3.6,src/java/main/org/apache/jute/OutputArchive.java,802,1,1,47,47,47.00,47,47,47.00,7,No
3.3.6,src/java/main/org/apache/jute/Record.java,547,1,1,32,32,32.00,32,32,32.00,7,No
3.3.6,src/java/main/org/apache/jute/RecordReader.java,1596,1,1,93,93,93.00,93,93,93.00,7,No
3.3.6,src/java/main/org/apache/jute/RecordWriter.java,1793,1,1,93,93,93.00,93,93,93.00,7,No
3.3.6,src/java/main/org/apache/jute/Utils.java,4792,1,1,282,282,282.00,282,282,282.00,7,No
3.3.6,src/java/main/org/apache/jute/XmlInputArchive.java,4267,1,1,251,251,251.00,251,251,251.00,7,No
3.3.6,src/java/main/org/apache/jute/XmlOutputArchive.java,4270,1,1,251,251,251.00,251,251,251.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/CGenerator.java,1967,1,1,130,130,130.00,130,130,130.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/CSharpGenerator.java,530,1,1,53,53,53.00,53,53,53.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/CppGenerator.java,1882,1,1,125,125,125.00,125,125,125.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JBoolean.java,797,1,1,50,50,50.00,50,50,50.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JBuffer.java,1805,1,1,106,106,106.00,106,106,106.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JByte.java,581,1,1,34,34,34.00,34,34,34.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JCompType.java,1037,1,1,66,66,66.00,66,66,66.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JDouble.java,683,1,1,40,40,40.00,40,40,40.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JField.java,2089,1,1,140,140,140.00,140,140,140.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JFile.java,1385,1,1,84,84,84.00,84,84,84.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JFloat.java,666,1,1,39,39,39.00,39,39,39.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JInt.java,581,1,1,34,34,34.00,34,34,34.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JLong.java,649,1,1,38,38,38.00,38,38,38.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JMap.java,2205,1,1,149,149,149.00,149,149,149.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JRecord.java,11227,1,1,761,761,761.00,761,761,761.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JString.java,785,1,1,46,46,46.00,46,46,46.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JType.java,3030,1,1,204,204,204.00,204,204,204.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JVector.java,2272,1,1,153,153,153.00,153,153,153.00,7,No
3.3.6,src/java/main/org/apache/jute/compiler/JavaGenerator.java,984,1,1,57,57,57.00,57,57,57.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/AsyncCallback.java,944,1,1,57,57,57.00,57,57,57.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ClientCnxn.java,20807,2,2,1421,1313,710.50,1379,1313,689.50,7,No
3.3.6,src/java/main/org/apache/zookeeper/ClientCnxnSocket.java,1506,2,2,176,170,88.00,174,170,87.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ClientCnxnSocketNIO.java,3084,2,2,427,339,213.50,414,339,207.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ClientWatchManager.java,670,1,1,40,40,40.00,40,40,40.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/CreateMode.java,1520,1,1,90,90,90.00,90,90,90.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Environment.java,1702,3,2,103,100,34.33,102,100,34.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java,1176,1,1,84,84,84.00,84,84,84.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/KeeperException.java,11077,1,1,702,702,702.00,702,702,702.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Login.java,2735,1,1,392,392,392.00,392,392,392.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/MultiResponse.java,1155,1,1,165,165,165.00,165,165,165.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/MultiTransactionRecord.java,1113,1,1,159,159,159.00,159,159,159.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Op.java,2216,1,1,332,332,332.00,332,332,332.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/OpResult.java,1295,1,1,185,185,185.00,185,185,185.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Quotas.java,1088,1,1,68,68,68.00,68,68,68.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ServerAdminClient.java,5059,1,1,277,277,277.00,277,277,277.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Shell.java,3332,1,1,476,476,476.00,476,476,476.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/StatsTrack.java,1616,1,1,101,101,101.00,101,101,101.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Transaction.java,432,1,1,63,63,63.00,63,63,63.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Version.java,1334,1,1,79,79,79.00,79,79,79.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/WatchedEvent.java,1355,1,1,79,79,79.00,79,79,79.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/Watcher.java,2289,1,1,149,149,149.00,149,149,149.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ZKUtil.java,868,1,1,124,124,124.00,124,124,124.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ZooDefs.java,1959,1,1,119,119,119.00,119,119,119.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ZooKeeper.java,26302,1,1,1779,1779,1779.00,1779,1779,1779.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,12575,1,1,670,670,670.00,670,670,670.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/AclParser.java,243,1,1,81,81,81.00,81,81,81.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/AddAuthCommand.java,192,1,1,64,64,64.00,64,64,64.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/CliCommand.java,357,1,1,119,119,119.00,119,119,119.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/CloseCommand.java,138,1,1,46,46,46.00,46,46,46.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/CreateCommand.java,243,1,1,81,81,81.00,81,81,81.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/DelQuotaCommand.java,456,1,1,152,152,152.00,152,152,152.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/DeleteAllCommand.java,216,1,1,72,72,72.00,72,72,72.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/DeleteCommand.java,264,1,1,88,88,88.00,88,88,88.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/GetAclCommand.java,282,1,1,94,94,94.00,94,94,94.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/GetCommand.java,249,1,1,83,83,83.00,83,83,83.00,7,No
3.3.6,src/java/main/org/apache/zookeeper/cli/ListQuotaCommand.java,222,1,1,74,74,74.00,74,74,74.00,7,No
