Version,Name,Size,NR,NAuth,LOC added,MAX LOC added,AVG LOC added,Churn,MAX Churn,AVG Churn,Age,Buggy
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/LocalPeerMXBean.java,256,1,1,64,64,64.00,64,64,64.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java,390,1,1,82,82,82.00,82,82,82.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumBean.java,176,1,1,44,44,44.00,44,44,44.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,2936,5,2,729,576,145.80,628,576,125.60,7,Yes
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumMXBean.java,136,1,1,34,34,34.00,34,34,34.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,3312,1,1,711,711,711.00,711,711,711.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,1221,2,2,281,279,140.50,279,279,139.50,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,657,1,1,148,148,148.00,148,148,148.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,349,1,1,67,67,67.00,67,67,67.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerBean.java,180,1,1,45,45,45.00,45,45,45.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/RemotePeerMXBean.java,132,1,1,33,33,33.00,33,33,33.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java,305,4,3,105,59,26.25,79,59,19.75,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/ServerBean.java,152,1,1,38,38,38.00,38,38,38.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/ServerMXBean.java,132,1,1,33,33,33.00,33,33,33.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,345,1,1,69,69,69.00,69,69,69.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java,521,3,2,291,249,97.00,272,249,90.67,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java,103,2,2,57,46,28.50,57,46,28.50,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumVerifier.java,65,2,2,33,32,16.50,33,32,16.50,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java,645,1,1,129,129,129.00,129,129,129.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java,2914,1,1,583,583,583.00,583,583,583.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeMain.java,903,1,1,180,180,180.00,180,180,180.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java,165,1,1,33,33,33.00,33,33,33.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java,1643,1,1,333,333,333.00,333,333,333.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/util/Profiler.java,200,1,1,40,40,40.00,40,40,40.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,537,1,1,107,107,107.00,107,107,107.00,7,No
3.2.0,src/java/main/org/apache/zookeeper/version/util/VerGen.java,632,1,1,128,128,128.00,128,128,128.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/BaseSysTest.java,1056,1,1,264,264,264.00,264,264,264.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/DuplicateNameException.java,104,1,1,26,26,26.00,26,26,26.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/GenerateLoad.java,2842,1,1,714,714,714.00,714,714,714.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/Instance.java,236,1,1,59,59,59.00,59,59,59.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/InstanceContainer.java,1240,1,1,309,309,309.00,309,309,309.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/InstanceManager.java,1324,1,1,331,331,331.00,331,331,331.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/NoAssignmentException.java,96,1,1,24,24,24.00,24,24,24.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/NoAvailableContainers.java,112,1,1,28,28,28.00,28,28,28.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/QuorumPeerInstance.java,1075,1,1,275,275,275.00,275,275,275.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/SimpleClient.java,464,1,1,116,116,116.00,116,116,116.00,7,No
3.2.0,src/java/systest/org/apache/zookeeper/test/system/SimpleSysTest.java,680,1,1,170,170,170.00,170,170,170.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/PortAssignment.java,34,1,1,34,34,34.00,34,34,34.00,6,No
3.2.0,src/java/test/org/apache/zookeeper/TestableZooKeeper.java,360,1,1,72,72,72.00,72,72,72.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/CRCTest.java,848,2,2,216,190,108.00,197,190,98.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/DataTreeUnitTest.java,279,2,2,60,56,30.00,55,56,27.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/DeserializationPerfTest.java,542,2,2,119,106,59.50,118,106,59.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/InvalidSnapshotTest.java,393,2,2,128,94,64.00,111,94,55.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/SerializationPerfTest.java,577,2,2,126,113,63.00,125,113,62.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/ToStringTest.java,152,1,1,38,38,38.00,38,38,38.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/ZooKeeperServerMainTest.java,262,1,1,131,131,131.00,131,131,131.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/ZooKeeperServerTest.java,459,2,2,98,91,49.00,95,91,47.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/server/quorum/QuorumPeerMainTest.java,537,3,2,322,234,107.33,303,234,101.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ACLRootTest.java,240,1,1,120,120,120.00,120,120,120.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ACLTest.java,820,2,2,202,178,101.00,183,178,91.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/AsyncOps.java,2516,1,1,504,504,504.00,504,504,504.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/AsyncOpsTest.java,890,1,1,178,178,178.00,178,178,178.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/AsyncTest.java,1380,2,2,277,276,138.50,277,276,138.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/AuthTest.java,158,1,1,79,79,79.00,79,79,79.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ChrootAsyncTest.java,96,1,1,48,48,48.00,48,48,48.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ChrootClientTest.java,97,2,2,49,48,24.50,49,48,24.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ChrootTest.java,256,2,2,132,132,66.00,124,132,62.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ClientBase.java,1997,3,2,464,411,154.67,450,411,150.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ClientRetry.java,128,2,2,80,60,40.00,68,60,34.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ClientTest.java,4011,1,1,844,844,844.00,844,844,844.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/CnxManagerTest.java,189,2,1,195,156,97.50,189,156,94.50,4,No
3.2.0,src/java/test/org/apache/zookeeper/test/CreateModeTest.java,405,1,1,81,81,81.00,81,81,81.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/DBSizeTest.java,420,1,1,84,84,84.00,84,84,84.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/DataTreeTest.java,312,2,2,65,62,32.50,64,62,32.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/DisconnectableZooKeeper.java,270,1,1,54,54,54.00,54,54,54.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/EventTypeTest.java,250,2,2,51,50,25.50,50,50,25.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/FLELostMessageTest.java,196,1,1,196,196,196.00,196,196,196.00,4,No
3.2.0,src/java/test/org/apache/zookeeper/test/FLENewEpochTest.java,748,2,2,206,196,103.00,194,196,97.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/FLERestartTest.java,408,2,2,221,204,110.50,204,204,102.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/FLETest.java,1583,2,2,332,313,166.00,317,313,158.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/FLEZeroWeightTest.java,185,2,1,189,181,94.50,185,181,92.50,4,No
3.2.0,src/java/test/org/apache/zookeeper/test/HierarchicalQuorumTest.java,446,4,2,411,174,102.75,272,174,68.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/IntegrityCheck.java,1159,2,2,237,232,118.50,231,232,115.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/InvalidSnapshotTest.java,182,2,2,110,88,55.00,94,88,47.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/JMXEnv.java,352,1,1,176,176,176.00,176,176,176.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/KeeperStateTest.java,354,1,1,76,76,76.00,76,76,76.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/LETest.java,652,2,2,137,129,68.50,133,129,66.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/MaxCnxnsTest.java,206,1,1,103,103,103.00,103,103,103.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/NullDataTest.java,360,2,2,73,72,36.50,72,72,36.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/OOMTest.java,763,2,2,180,153,90.00,163,153,81.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/PurgeTxnTest.java,347,2,2,102,86,51.00,89,86,44.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/QuorumBase.java,658,2,2,217,172,108.50,192,172,96.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/QuorumQuotaTest.java,297,3,3,77,74,25.67,75,74,25.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/QuorumTest.java,736,6,3,285,138,47.50,231,138,38.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/RecoveryTest.java,1049,2,2,221,210,110.50,214,210,107.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/RepeatStartupTest.java,288,2,2,84,72,42.00,72,72,36.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/SessionTest.java,1246,3,2,330,292,110.00,299,292,99.67,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/SledgeHammer.java,575,1,1,115,115,115.00,115,115,115.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/StatTest.java,1025,1,1,205,205,205.00,205,205,205.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/SyncCallTest.java,480,2,2,97,96,48.50,96,96,48.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/TestHammer.java,310,2,2,63,62,31.50,62,62,31.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/TruncateTest.java,142,1,1,142,142,142.00,142,142,142.00,1,No
3.2.0,src/java/test/org/apache/zookeeper/test/UpgradeTest.java,542,2,2,126,107,63.00,111,107,55.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/WatchedEventTest.java,475,2,2,97,95,48.50,95,95,47.50,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/WatcherFuncTest.java,2320,2,2,473,470,236.50,470,470,235.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/WatcherTest.java,1722,2,2,348,344,174.00,344,344,172.00,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ZooKeeperQuotaTest.java,326,3,3,84,81,28.00,83,81,27.67,7,No
3.2.0,src/java/test/org/apache/zookeeper/test/ZooKeeperTestClient.java,1957,2,2,397,392,198.50,389,392,194.50,7,No
3.2.0,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/LockListener.java,76,1,1,38,38,38.00,38,38,38.00,7,No
3.2.0,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,384,1,1,192,192,192.00,192,192,192.00,7,No
3.2.0,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,590,1,1,295,295,295.00,295,295,295.00,7,No
3.2.0,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZNodeName.java,218,1,1,109,109,109.00,109,109,109.00,7,No
3.2.0,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZooKeeperOperation.java,76,1,1,38,38,38.00,38,38,38.00,7,No
3.2.0,src/recipes/lock/test/org/apache/zookeeper/recipes/lock/WriteLockTest.java,302,1,1,151,151,151.00,151,151,151.00,7,No
3.2.0,src/recipes/lock/test/org/apache/zookeeper/recipes/lock/ZNodeNameTest.java,110,1,1,55,55,55.00,55,55,55.00,7,No
3.2.1,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/MySqlClient.java,685,1,1,137,137,137.00,137,137,137.00,12,No
3.2.1,src/contrib/bookkeeper/benchmark/org/apache/bookkeeper/benchmark/TestClient.java,1277,1,1,252,252,252.00,252,252,252.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/Bookie.java,1772,1,1,362,362,362.00,362,362,362.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/BookieException.java,243,1,1,81,81,81.00,81,81,81.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,803,1,1,165,165,165.00,165,165,165.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/AsyncCallback.java,243,1,1,81,81,81.00,81,81,81.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKDefs.java,321,1,1,107,107,107.00,107,107,107.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BKException.java,749,1,1,163,163,163.00,163,163,163.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookKeeper.java,3250,1,1,616,616,616.00,616,616,616.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/BookieHandle.java,1613,1,1,371,371,371.00,371,371,371.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/ClientCBWorker.java,638,1,1,138,138,138.00,138,138,138.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerEntry.java,300,1,1,58,58,58.00,58,58,58.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerHandle.java,3230,1,1,844,844,844.00,844,844,844.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerManagementProcessor.java,3816,1,1,1272,1272,1272.00,1272,1272,1272.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerRecoveryMonitor.java,1161,1,1,245,245,245.00,245,245,245.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/LedgerSequence.java,325,1,1,65,65,65.00,65,65,65.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumEngine.java,1427,1,1,299,299,299.00,299,299,299.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/client/QuorumOpMonitor.java,2408,1,1,472,472,472.00,472,472,472.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieClient.java,2007,1,1,441,441,441.00,441,441,441.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieProtocol.java,368,1,1,76,76,76.00,76,76,76.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/BookieServer.java,955,1,1,199,199,199.00,199,199,199.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/NIOServerFactory.java,2645,1,1,527,527,527.00,527,527,527.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ReadEntryCallback.java,175,1,1,35,35,35.00,35,35,35.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/ServerStats.java,665,1,1,133,133,133.00,133,133,133.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/proto/WriteCallback.java,160,1,1,32,32,32.00,32,32,32.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,492,1,1,164,164,164.00,164,164,164.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,444,1,1,148,148,148.00,148,148,148.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/ClientBase.java,1715,1,1,343,343,343.00,343,343,343.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/LocalBookKeeper.java,820,1,1,164,164,164.00,164,164,164.00,12,No
3.2.1,src/contrib/bookkeeper/src/java/org/apache/bookkeeper/util/Main.java,275,1,1,55,55,55.00,55,55,55.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,1179,1,1,393,393,393.00,393,393,393.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieClientTest.java,1022,1,1,206,206,206.00,206,206,206.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieFailureTest.java,1155,1,1,385,385,385.00,385,385,385.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/BookieReadWriteTest.java,2899,1,1,635,635,635.00,635,635,635.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/CloseTest.java,885,1,1,295,295,295.00,295,295,295.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LedgerRecoveryTest.java,1540,1,1,338,338,338.00,338,338,338.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/LoopbackClient.java,600,1,1,122,122,122.00,122,122,122.00,12,No
3.2.1,src/contrib/bookkeeper/test/org/apache/bookkeeper/test/NIOServerFactoryTest.java,300,1,1,60,60,60.00,60,60,60.00,12,No
3.2.1,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,630,1,1,126,126,126.00,126,126,126.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/RestMain.java,234,1,1,78,78,78.00,78,78,78.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/ZooKeeperService.java,330,1,1,110,110,110.00,110,110,110.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,240,1,1,80,80,80.00,80,80,80.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java,228,1,1,76,76,76.00,76,76,76.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZError.java,123,1,1,41,41,41.00,41,41,41.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZPath.java,189,1,1,63,63,63.00,63,63,63.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java,318,1,1,106,106,106.00,106,106,106.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,216,1,1,72,72,72.00,72,72,72.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/KeeperExceptionMapper.java,258,1,1,86,86,86.00,86,86,86.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/RuntimeExceptionMapper.java,144,1,1,48,48,48.00,48,48,48.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZErrorWriter.java,189,1,1,63,63,63.00,63,63,63.00,12,No
3.2.1,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,1125,1,1,375,375,375.00,375,375,375.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/Base.java,267,1,1,89,89,89.00,89,89,89.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/CreateTest.java,489,1,1,163,163,163.00,163,163,163.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/DeleteTest.java,285,1,1,95,95,95.00,95,95,95.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/ExistsTest.java,237,1,1,79,79,79.00,79,79,79.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/GetChildrenTest.java,417,1,1,139,139,139.00,139,139,139.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/GetTest.java,369,1,1,123,123,123.00,123,123,123.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/RestTestSuite.java,126,1,1,42,42,42.00,42,42,42.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/SetTest.java,465,1,1,155,155,155.00,155,155,155.00,12,No
3.2.1,src/contrib/rest/src/test/org/apache/zookeeper/server/jersey/WadlTest.java,129,1,1,43,43,43.00,43,43,43.00,12,No
3.2.1,src/java/main/org/apache/jute/BinaryInputArchive.java,789,1,1,131,131,131.00,131,131,131.00,12,No
3.2.1,src/java/main/org/apache/jute/BinaryOutputArchive.java,885,1,1,146,146,146.00,146,146,146.00,12,No
3.2.1,src/java/main/org/apache/jute/CsvInputArchive.java,1254,1,1,208,208,208.00,208,208,208.00,12,No
3.2.1,src/java/main/org/apache/jute/CsvOutputArchive.java,903,1,1,150,150,150.00,150,150,150.00,12,No
3.2.1,src/java/main/org/apache/jute/Index.java,231,1,1,38,38,38.00,38,38,38.00,12,No
3.2.1,src/java/main/org/apache/jute/InputArchive.java,264,1,1,43,43,43.00,43,43,43.00,12,No
3.2.1,src/java/main/org/apache/jute/OutputArchive.java,285,1,1,47,47,47.00,47,47,47.00,12,No
3.2.1,src/java/main/org/apache/jute/Record.java,195,1,1,32,32,32.00,32,32,32.00,12,No
3.2.1,src/java/main/org/apache/jute/RecordReader.java,573,1,1,93,93,93.00,93,93,93.00,12,No
3.2.1,src/java/main/org/apache/jute/RecordWriter.java,690,1,1,113,113,113.00,113,113,113.00,12,No
3.2.1,src/java/main/org/apache/jute/Utils.java,1690,1,1,282,282,282.00,282,282,282.00,12,No
3.2.1,src/java/main/org/apache/jute/XmlInputArchive.java,1506,1,1,251,251,251.00,251,251,251.00,12,No
3.2.1,src/java/main/org/apache/jute/XmlOutputArchive.java,1509,1,1,251,251,251.00,251,251,251.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/CGenerator.java,537,1,1,91,91,91.00,91,91,91.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/CppGenerator.java,507,1,1,86,86,86.00,86,86,86.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JBoolean.java,255,1,1,42,42,42.00,42,42,42.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JBuffer.java,639,1,1,106,106,106.00,106,106,106.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JByte.java,207,1,1,34,34,34.00,34,34,34.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JCompType.java,324,1,1,53,53,53.00,53,53,53.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JDouble.java,243,1,1,40,40,40.00,40,40,40.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JField.java,591,1,1,98,98,98.00,98,98,98.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JFile.java,465,1,1,80,80,80.00,80,80,80.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JFloat.java,237,1,1,39,39,39.00,39,39,39.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JInt.java,207,1,1,34,34,34.00,34,34,34.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JLong.java,231,1,1,38,38,38.00,38,38,38.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JMap.java,612,1,1,103,103,103.00,103,103,103.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JRecord.java,3078,1,1,518,518,518.00,518,518,518.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JString.java,279,1,1,46,46,46.00,46,46,46.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JType.java,849,1,1,141,141,141.00,141,141,141.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JVector.java,636,1,1,106,106,106.00,106,106,106.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/JavaGenerator.java,357,1,1,57,57,57.00,57,57,57.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/ParseException.java,1260,1,1,210,210,210.00,210,210,210.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/Rcc.java,3150,1,1,525,525,525.00,525,525,525.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/RccConstants.java,528,1,1,88,88,88.00,88,88,88.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java,4998,1,1,833,833,833.00,833,833,833.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java,2742,1,1,457,457,457.00,457,457,457.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/Token.java,594,1,1,99,99,99.00,99,99,99.00,12,No
3.2.1,src/java/main/org/apache/jute/compiler/generated/TokenMgrError.java,906,1,1,151,151,151.00,151,151,151.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/AsyncCallback.java,317,2,2,57,52,28.50,57,52,28.50,12,No
3.2.1,src/java/main/org/apache/zookeeper/ClientCnxn.java,6721,6,5,1293,1143,215.50,1254,1143,209.00,12,Yes
3.2.1,src/java/main/org/apache/zookeeper/ClientWatchManager.java,234,1,1,39,39,39.00,39,39,39.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/CreateMode.java,534,1,1,89,89,89.00,89,89,89.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/Environment.java,600,1,1,100,100,100.00,100,100,100.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/JLineZNodeCompletor.java,252,1,1,84,84,84.00,84,84,84.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/KeeperException.java,3524,2,2,662,641,331.00,662,641,331.00,12,Yes
3.2.1,src/java/main/org/apache/zookeeper/Quotas.java,340,1,1,68,68,68.00,68,68,68.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/ServerAdminClient.java,1872,1,1,312,312,312.00,312,312,312.00,12,No
3.2.1,src/java/main/org/apache/zookeeper/StatsTrack.java,505,1,1,101,101,101.00,101,101,101.00,12,No
